Year,County,Hospital,OSHPDID,Surgery,# of Cases (ICD 9),# of Cases (ICD 10),LONGITUDE,LATITUDE
2013,Los Angeles,California Hospital Medical Center ñ Los Angeles,106190125.0,Brain,4.0,,-118.26551,34.03721
2013,Los Angeles,Centinela Hospital Medical Center,106190148.0,Brain,6.0,,-118.34788,33.94917
2013,Los Angeles,City of Hope Helford Clinical Research Hospital,106190176.0,Brain,45.0,,-117.97152,34.13216
2013,Los Angeles,San Gabriel Valley Medical Center,106190200.0,Brain,8.0,,-118.10503,34.1024
2013,Los Angeles,Lakewood Regional Medical Center,106190240.0,Brain,5.0,,-118.14837,33.86016
2013,Los Angeles,PIH Hospital ñ Downey,106190243.0,Brain,6.0,,-118.13196,33.93515
2013,Los Angeles,Foothill Presbyterian Hospital ñ Johnston Memorial,106190298.0,Brain,3.0,,-117.87244,34.13384
2013,Los Angeles,Pacific Alliance Medical Center,106190307.0,Brain,2.0,,-118.23905,34.06464
2013,Los Angeles,Garfield Medical Center,106190315.0,Brain,7.0,,-118.12302,34.06826
2013,Los Angeles,Glendale Adventist Medical Center,106190323.0,Brain,11.0,,-118.23109,34.14951
2013,Los Angeles,Hollywood Presbyterian Medical Center,106190382.0,Brain,1.0,,-118.29163,34.09557
2013,Los Angeles,Providence Holy Cross Medical Center,106190385.0,Brain,7.0,,-118.45951,34.2791
2013,Los Angeles,Good Samaritan Hospital ñ Los Angeles,106190392.0,Brain,8.0,,-118.26522,34.05324
2013,Los Angeles,Huntington Memorial Hospital,106190400.0,Brain,27.0,,-118.1518,34.13565
2013,Los Angeles,Citrus Valley Medical Center ñ Inter Community Campus,106190413.0,Brain,3.0,,-117.89264,34.08993
2013,Los Angeles,Torrance Memorial Medical Center,106190422.0,Brain,3.0,,-118.34388,33.81258
2013,Los Angeles,Kaiser Foundation Hospital ñ Sunset,106190429.0,Brain,44.0,,-118.29545,34.09823
2013,Los Angeles,Providence Little Company of Mary Medical Center ñ Torrance,106190470.0,Brain,4.0,,-118.35708,33.83767
2013,Los Angeles,Providence Tarzana Medical Center,106190517.0,Brain,1.0,,-118.53136,34.16985
2013,Los Angeles,Glendale Memorial Hospital and Medical Center,106190522.0,Brain,3.0,,-118.25769,34.1284
2013,Los Angeles,Long Beach Memorial Medical Center,106190525.0,Brain,18.0,,-118.1852,33.80801
2013,Los Angeles,Methodist Hospital of Southern California,106190529.0,Brain,7.0,,-118.03879,34.13603
2013,Los Angeles,Cedars Sinai Medical Center,106190555.0,Brain,121.0,,-118.38061,34.07681
2013,Los Angeles,Northridge Hospital Medical Center,106190568.0,Brain,2.0,,-118.53186,34.22075
2013,Los Angeles,Pomona Valley Hospital Medical Center,106190630.0,Brain,12.0,,-117.75234,34.07852
2013,Los Angeles,Presbyterian Intercommunity Hospital,106190631.0,Brain,10.0,,-118.04671,33.96775
2013,Los Angeles,Citrus Valley Medical Center ñ Queen of the Valley Campus,106190636.0,Brain,8.0,,-117.94528,34.06242
2013,Los Angeles,Providence Little Company of Mary Medical Center ñ San Pedro,106190680.0,Brain,1.0,,-118.30557,33.73798
2013,Los Angeles,Santa Monica ñ UCLA Medical Center and Orthopedic Hospital,106190687.0,Brain,1.0,,-118.48623,34.02755
2013,Los Angeles,Saint Francis Medical Center,106190754.0,Brain,6.0,,-118.20415,33.93085
2013,Los Angeles,Saint Johnís Health Center,106190756.0,Brain,51.0,,-118.478687,34.0298085
2013,Los Angeles,Providence Saint Joseph Medical Center,106190758.0,Brain,12.0,,-118.32711,34.1559
2013,Los Angeles,Saint Vincent Medical Center,106190762.0,Brain,7.0,,-118.27302,34.06311
2013,Los Angeles,Ronald Reagan UCLA Medical Center,106190796.0,Brain,142.0,,-118.445,34.068889
2013,Los Angeles,Valley Presbyterian Hospital,106190812.0,Brain,3.0,,-118.46196,34.19399
2013,Los Angeles,West Hills Hospital and Medical Center,106190859.0,Brain,8.0,,-118.6294,34.20365
2013,Los Angeles,White Memorial Medical Center,106190878.0,Brain,9.0,,-118.21739,34.051
2013,Los Angeles,Henry Mayo Newhall Hospital,106190949.0,Brain,1.0,,-118.55324,34.39637
2013,Los Angeles,Los Angeles County/Harbor ñ UCLA Medical Center,106191227.0,Brain,24.0,,-118.29332,33.83149
2013,Los Angeles,Los Angeles County/University of Southern California Medical Center,106191228.0,Brain,63.0,,-118.21031,34.05982
2013,Los Angeles,Keck Hospital of University of Southern California,106194219.0,Brain,51.0,,-118.20287,34.06284
2013,Los Angeles,Palmdale Regional Medical Center,106196405.0,Brain,3.0,,-118.1443461,34.5843754
2013,Marin,Marin General Hospital,106211006.0,Brain,9.0,,-122.53715,37.94651
2013,Monterey,Community Hospital of The Monterey Peninsula,106270744.0,Brain,14.0,,-121.92488,36.59827
2013,Monterey,Salinas Valley Memorial Hospital,106270875.0,Brain,8.0,,-121.6481,36.66022
2013,Napa,Queen of the Valley Hospital ñ Napa,106281047.0,Brain,4.0,,-122.296,38.32363
2013,Orange,Orange Coast Memorial Medical Center,106300225.0,Brain,13.0,,-117.95524,33.70162
2013,Orange,AHMC Anaheim Regional Medical Center,106301098.0,Brain,1.0,,-117.93248,33.84725
2013,Orange,Fountain Valley Regional Hospital and Medical Center ñ Euclid,106301175.0,Brain,10.0,,-117.93694,33.71546
2013,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Brain,85.0,,-117.92949,33.62526
2013,Orange,Los Alamitos Medical Center,106301248.0,Brain,3.0,,-118.0674,33.80327
2013,Orange,Mission Hospital Regional Medical Center,106301262.0,Brain,24.0,,-117.66768,33.56279
2013,Orange,UC Irvine Medical Center,106301279.0,Brain,64.0,,-117.89064,33.7889
2013,Orange,Garden Grove Hospital and Medical Center,106301283.0,Brain,1.0,,-117.9130315,33.7745089
2013,Orange,Saddleback Memorial Medical Center,106301317.0,Brain,6.0,,-117.70837,33.60796
2013,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Brain,18.0,,-117.86516,33.7823
2013,Orange,Saint Jude Medical Center,106301342.0,Brain,21.0,,-117.92851,33.89349
2013,Orange,Western Medical Center ñ Santa Ana,106301566.0,Brain,8.0,,-117.83398,33.75361
2013,Orange,Kaiser Foundation Hospital ñ Orange County ñ Anaheim,106304409.0,Brain,30.0,,-117.8439815,33.8544317
2013,Placer,Sutter Roseville Medical Center,106311000.0,Brain,11.0,,-121.25055,38.76439
2013,Riverside,Desert Regional Medical Center,106331164.0,Brain,24.0,,-116.54549,33.83932
2013,Riverside,Eisenhower Medical Center,106331168.0,Brain,15.0,,-116.40808,33.76418
2013,Riverside,Riverside Community Hospital,106331312.0,Brain,11.0,,-117.37997,33.97641
2013,Riverside,Southwest Healthcare System ñ Murrieta,106334068.0,Brain,9.0,,-117.18488,33.55788
2013,Riverside,Riverside County Regional Medical Center,106334487.0,Brain,10.0,,-117.19525,33.91187
2013,Riverside,Loma Linda University Medical Center ñ Murrieta,106334589.0,Brain,3.0,,-117.1624483,33.6122263
2013,Sacramento,Kaiser Foundation Hospital ñ Sacramento,106340913.0,Brain,86.0,,-121.39232,38.60197
2013,Sacramento,Mercy General Hospital,106340947.0,Brain,9.0,,-121.45271,38.56955
2013,Sacramento,Mercy San Juan Hospital,106340950.0,Brain,18.0,,-121.31261,38.66818
2013,Sacramento,UC Davis Medical Center,106341006.0,Brain,37.0,,-121.45738,38.55438
2013,Sacramento,Sutter General Hospital,106341051.0,Brain,30.0,,-121.47008,38.57176
2013,Sacramento,Sutter Memorial Hospital,106341052.0,Brain,13.0,,-121.43948,38.57071
2013,San Bernardino,Kaiser Foundation Hospital ñ Fontana,106361223.0,Brain,30.0,,-117.43549,34.0725
2013,San Bernardino,Loma Linda University Medical Center,106361246.0,Brain,34.0,,-117.26146,34.05164
2013,San Bernardino,Redlands Community Hospital,106361308.0,Brain,2.0,,-117.2044,34.03699
2013,San Bernardino,San Antonio Community Hospital,106361318.0,Brain,8.0,,-117.63828,34.10056
2013,San Bernardino,Saint Bernardine Medical Center,106361339.0,Brain,9.0,,-117.27865,34.1341
2013,San Bernardino,Arrowhead Regional Medical Center,106364231.0,Brain,18.0,,-117.3527761,34.07163215
2013,San Diego,Alvarado Hospital,106370652.0,Brain,1.0,,-117.05683,32.77708
2013,San Diego,Sharp Memorial Hospital,106370694.0,Brain,19.0,,-117.15531,32.80016
2013,San Diego,Grossmont Hospital,106370714.0,Brain,18.0,,-117.00924,32.77963
2013,San Diego,Kaiser Foundation Hospital ñ San Diego,106370730.0,Brain,27.0,,-117.09447,32.79287
2013,San Diego,Scripps Mercy Hospital,106370744.0,Brain,6.0,,-117.1609,32.75128
2013,San Diego,Palomar Health Downtown Campus,106370755.0,Brain,9.0,,-117.07585,33.12622
2013,San Diego,Scripps Memorial Hospital ñ La Jolla,106370771.0,Brain,24.0,,-117.22279,32.88506
2013,San Diego,Tri-City Medical Center ñ Oceanside,106370780.0,Brain,2.0,,-117.29027,33.18394
2013,San Diego,UC San Diego Health System ñ Hillcrest Medical Center,106370782.0,Brain,83.0,,-117.16498,32.75387
2013,San Diego,Sharp Chula Vista Medical Center,106370875.0,Brain,7.0,,-117.02488,32.61909
2013,San Diego,Scripps Green Hospital,106371256.0,Brain,11.0,,-117.2419,32.89654
2013,San Diego,Scripps Memorial Hospital ñ Encinitas,106371394.0,Brain,8.0,,-117.28495,33.0363
2013,San Francisco,California Pacific Medical Center ñ Pacific Campus,106380929.0,Brain,13.0,,-122.43102,37.79149
2013,San Francisco,California Pacific Medical Center ñ Davies Campus,106380933.0,Brain,21.0,,-122.43465,37.7691
2013,San Francisco,San Francisco General Hospital,106380939.0,Brain,9.0,,-122.40637,37.75657
2013,San Francisco,UC San Francisco Medical Center,106381154.0,Brain,321.0,,-122.4576564,37.7635148
2013,San Joaquin,Saint Josephís Medical Center of Stockton,106391042.0,Brain,11.0,,-121.2891,37.97075
2013,San Luis Obispo,Sierra Vista Regional Medical Center,106400524.0,Brain,29.0,,-120.66576,35.29105
2013,San Mateo,San Mateo Medical Center,106410782.0,Brain,2.0,,-122.29951,37.53017
2013,San Mateo,Kaiser Foundation Hospital ñ Redwood City,106410804.0,Brain,132.0,,-122.2232,37.48948
2013,San Mateo,Seton Medical Center,106410817.0,Brain,2.0,,-122.47283,37.68172
2013,San Mateo,Peninsula Medical Center,106410852.0,Brain,6.0,,-122.3832465,37.5944692
2013,Santa Barbara,Marian Regional Medical Center,106420493.0,Brain,3.0,,-120.41338,34.95198
2013,Santa Barbara,Santa Barbara Cottage Hospital,106420514.0,Brain,13.0,,-119.72318,34.42943
2013,Santa Clara,Regional Medical of San Jose,106430705.0,Brain,9.0,,-121.84837,37.36332
2013,Santa Clara,El Camino Hospital,106430763.0,Brain,14.0,,-122.07801,37.36779
2013,Santa Clara,Good Samaritan Hospital ñ San Jose,106430779.0,Brain,21.0,,-121.9449,37.25116
2013,Santa Clara,OíConnor Hospital,106430837.0,Brain,7.0,,-121.93727,37.32714
2013,Santa Clara,Santa Clara Valley Medical Center,106430883.0,Brain,13.0,,-121.93202,37.31346
2013,Santa Clara,Stanford Hospital,106430905.0,Brain,124.0,,-122.17827,37.43342
2013,Santa Clara,Saint Louise Regional Hospital,106434138.0,Brain,1.0,,-121.57411,37.03731
2013,Santa Cruz,Dominican Hospital,106440755.0,Brain,24.0,,-121.98489,36.98806
2013,Shasta,Mercy Medical Center ñ Redding,106450949.0,Brain,21.0,,-122.39742,40.57204
2013,Solano,North Bay Medical Center,106481357.0,Brain,4.0,,-122.05076,38.26097
2013,Solano,Kaiser Foundation Hospital ñ Vacaville,106484044.0,Brain,1.0,,-121.9373177,38.3894968
2013,Sonoma,Santa Rosa Memorial Hospital ñ Montgomery,106491064.0,Brain,8.0,,-122.70114,38.44304
2013,Stanislaus,Doctors Medical Center,106500852.0,Brain,19.0,,-120.99631,37.66439
2013,Stanislaus,Memorial Hospital Medical Center ñ Modesto,106500939.0,Brain,10.0,,-120.97546,37.66727
2013,Ventura,Community Memorial Hospital ñ San Buenaventura,106560473.0,Brain,7.0,,-119.258124,34.274589
2013,Ventura,Ventura County Medical Center,106560481.0,Brain,2.0,,-119.2517,34.27634
2013,Ventura,Los Robles Hospital and Medical Center,106560492.0,Brain,4.0,,-118.89297,34.20539
2013,Ventura,Simi Valley Hospital and Healthcare Services ñ Sycamore,106560525.0,Brain,1.0,,-118.74405,34.28945
2013,Ventura,Saint Johnís Regional Medical Center,106560529.0,Brain,4.0,,-119.15819,34.21687
2013,Yuba,Rideout Memorial Hospital,106580996.0,Brain,10.0,,-121.594363,39.138222
2014,,Statewide,,Brain,2858.0,,,
2014,Alameda,Alta Bates Summit Medical Center ñ Alta Bates Campus,106010739.0,Brain,7.0,,-122.25784,37.85633
2014,Alameda,Highland Hospital,106010846.0,Brain,8.0,,-122.2312,37.79917
2014,Alameda,Washington Hospital ñ Fremont,106010987.0,Brain,8.0,,-121.98006,37.55847
2014,Alameda,Eden Medical Center,106014233.0,Brain,21.0,,-122.0874055,37.6983769
2014,Butte,Enloe Medical Center ñ Esplanade,106040962.0,Brain,9.0,,-121.84922,39.74224
2014,Contra Costa,John Muir Medical Center ñ Walnut Creek Campus,106070988.0,Brain,30.0,,-122.04183,37.91434
2014,Fresno,Community Regional Medical Center ñ Fresno,106100717.0,Brain,48.0,,-119.78324,36.74253
2014,Fresno,Saint Agnes Medical Center,106100899.0,Brain,9.0,,-119.7649963,36.8370782
2014,Fresno,Kaiser Foundation Hospital ñ Fresno,106104062.0,Brain,3.0,,-119.7832,36.84246
2014,Humboldt,Saint Joseph Hospital ñ Eureka,106121080.0,Brain,5.0,,-124.14216,40.7832
2014,Imperial,Pioneers Memorial Healthcare District,106130760.0,Brain,2.0,,-115.55183,32.96003
2014,Kern,Bakersfield Memorial Hospital,106150722.0,Brain,15.0,,-119.00658,35.39051
2014,Kern,Kern Medical Center,106150736.0,Brain,5.0,,-118.967222,35.380833
2014,Kern,Mercy Hospital ñ Bakersfield,106150761.0,Brain,3.0,,-119.02715,35.37323
2014,Kern,San Joaquin Community Hospital,106150788.0,Brain,15.0,,-119.018775,35.383064
2014,Los Angeles,Antelope Valley Hospital,106190034.0,Brain,10.0,,-118.15767,34.68928
2014,Los Angeles,Saint Mary Medical Center ñ Long Beach,106190053.0,Brain,1.0,,-118.1866412,33.7802376
2014,Los Angeles,California Hospital Medical Center ñ Los Angeles,106190125.0,Brain,3.0,,-118.26551,34.03721
2014,Los Angeles,Centinela Hospital Medical Center,106190148.0,Brain,1.0,,-118.34788,33.94917
2014,Los Angeles,City of Hope Helford Clinical Research Hospital,106190176.0,Brain,49.0,,-117.97152,34.13216
2014,Los Angeles,San Gabriel Valley Medical Center,106190200.0,Brain,2.0,,-118.10503,34.1024
2014,Los Angeles,Lakewood Regional Medical Center,106190240.0,Brain,9.0,,-118.14837,33.86016
2014,Los Angeles,PIH Hospital ñ Downey,106190243.0,Brain,4.0,,-118.13196,33.93515
2014,Los Angeles,Foothill Presbyterian Hospital ñ Johnston Memorial,106190298.0,Brain,2.0,,-117.87244,34.13384
2014,Los Angeles,Pacific Alliance Medical Center,106190307.0,Brain,1.0,,-118.23905,34.06464
2014,Los Angeles,Garfield Medical Center,106190315.0,Brain,5.0,,-118.12302,34.06826
2014,Los Angeles,Glendale Adventist Medical Center,106190323.0,Brain,11.0,,-118.23109,34.14951
2014,Los Angeles,Hollywood Presbyterian Medical Center,106190382.0,Brain,3.0,,-118.29163,34.09557
2014,Los Angeles,Providence Holy Cross Medical Center,106190385.0,Brain,8.0,,-118.45951,34.2791
2014,Los Angeles,Good Samaritan Hospital ñ Los Angeles,106190392.0,Brain,6.0,,-118.26522,34.05324
2014,Los Angeles,Huntington Memorial Hospital,106190400.0,Brain,19.0,,-118.1518,34.13565
2014,Los Angeles,Citrus Valley Medical Center ñ Inter Community Campus,106190413.0,Brain,3.0,,-117.89264,34.08993
2014,Los Angeles,Torrance Memorial Medical Center,106190422.0,Brain,6.0,,-118.34388,33.81258
2014,Los Angeles,Kaiser Foundation Hospital ñ Sunset,106190429.0,Brain,50.0,,-118.29545,34.09823
2014,Los Angeles,Providence Little Company of Mary Medical Center ñ Torrance,106190470.0,Brain,2.0,,-118.35708,33.83767
2014,Los Angeles,Providence Tarzana Medical Center,106190517.0,Brain,3.0,,-118.53136,34.16985
2014,Los Angeles,Glendale Memorial Hospital and Medical Center,106190522.0,Brain,2.0,,-118.25769,34.1284
2014,Los Angeles,Long Beach Memorial Medical Center,106190525.0,Brain,26.0,,-118.1852,33.80801
2014,Los Angeles,Methodist Hospital of Southern California,106190529.0,Brain,6.0,,-118.03879,34.13603
2014,Los Angeles,Cedars Sinai Medical Center,106190555.0,Brain,119.0,,-118.38061,34.07681
2014,Los Angeles,Northridge Hospital Medical Center,106190568.0,Brain,8.0,,-118.53186,34.22075
2014,Los Angeles,Pomona Valley Hospital Medical Center,106190630.0,Brain,14.0,,-117.75234,34.07852
2014,Los Angeles,Presbyterian Intercommunity Hospital,106190631.0,Brain,8.0,,-118.04671,33.96775
2014,Los Angeles,Citrus Valley Medical Center ñ Queen of the Valley Campus,106190636.0,Brain,10.0,,-117.94528,34.06242
2014,Los Angeles,Providence Little Company of Mary Medical Center ñ San Pedro,106190680.0,Brain,2.0,,-118.30557,33.73798
2014,Los Angeles,Santa Monica ñ UCLA Medical Center and Orthopedic Hospital,106190687.0,Brain,5.0,,-118.48623,34.02755
2014,Los Angeles,Saint Francis Medical Center,106190754.0,Brain,6.0,,-118.20415,33.93085
2014,Los Angeles,Saint Johnís Health Center,106190756.0,Brain,63.0,,-118.478687,34.0298085
2014,Los Angeles,Providence Saint Joseph Medical Center,106190758.0,Brain,21.0,,-118.32711,34.1559
2014,Los Angeles,Saint Vincent Medical Center,106190762.0,Brain,12.0,,-118.27302,34.06311
2014,Los Angeles,Ronald Reagan UCLA Medical Center,106190796.0,Brain,132.0,,-118.445,34.068889
2014,Los Angeles,Valley Presbyterian Hospital,106190812.0,Brain,1.0,,-118.46196,34.19399
2014,Los Angeles,University of Southern California Verdugo Hills Hospital,106190818.0,Brain,1.0,,-118.2152,34.20557
2014,Los Angeles,West Hills Hospital and Medical Center,106190859.0,Brain,6.0,,-118.6294,34.20365
2014,Los Angeles,White Memorial Medical Center,106190878.0,Brain,11.0,,-118.21739,34.051
2014,Los Angeles,Henry Mayo Newhall Hospital,106190949.0,Brain,4.0,,-118.55324,34.39637
2014,Los Angeles,Los Angeles County/Harbor ñ UCLA Medical Center,106191227.0,Brain,14.0,,-118.29332,33.83149
2014,Los Angeles,Los Angeles County/University of Southern California Medical Center,106191228.0,Brain,33.0,,-118.21031,34.05982
2014,Los Angeles,Keck Hospital of University of Southern California,106194219.0,Brain,65.0,,-118.20287,34.06284
2014,Los Angeles,Palmdale Regional Medical Center,106196405.0,Brain,10.0,,-118.1443461,34.5843754
2014,Marin,Marin General Hospital,106211006.0,Brain,12.0,,-122.53715,37.94651
2014,Monterey,Community Hospital of The Monterey Peninsula,106270744.0,Brain,9.0,,-121.92488,36.59827
2014,Monterey,Salinas Valley Memorial Hospital,106270875.0,Brain,13.0,,-121.6481,36.66022
2014,Napa,Queen of the Valley Hospital ñ Napa,106281047.0,Brain,2.0,,-122.296,38.32363
2014,Orange,Orange Coast Memorial Medical Center,106300225.0,Brain,10.0,,-117.95524,33.70162
2014,Orange,AHMC Anaheim Regional Medical Center,106301098.0,Brain,5.0,,-117.93248,33.84725
2014,Orange,Fountain Valley Regional Hospital and Medical Center ñ Euclid,106301175.0,Brain,10.0,,-117.93694,33.71546
2014,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Brain,72.0,,-117.92949,33.62526
2014,Orange,Los Alamitos Medical Center,106301248.0,Brain,8.0,,-118.0674,33.80327
2014,Orange,Mission Hospital Regional Medical Center,106301262.0,Brain,20.0,,-117.66768,33.56279
2014,Orange,UC Irvine Medical Center,106301279.0,Brain,94.0,,-117.89064,33.7889
2014,Orange,Garden Grove Hospital and Medical Center,106301283.0,Brain,1.0,,-117.9130315,33.7745089
2014,Orange,Saddleback Memorial Medical Center,106301317.0,Brain,5.0,,-117.70837,33.60796
2014,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Brain,34.0,,-117.86516,33.7823
2014,Orange,Saint Jude Medical Center,106301342.0,Brain,21.0,,-117.92851,33.89349
2014,Orange,Western Medical Center ñ Santa Ana,106301566.0,Brain,7.0,,-117.83398,33.75361
2014,Orange,Kaiser Foundation Hospital ñ Orange County ñ Anaheim,106304409.0,Brain,27.0,,-117.8439815,33.8544317
2014,Placer,Sutter Roseville Medical Center,106311000.0,Brain,14.0,,-121.25055,38.76439
2014,Riverside,Desert Regional Medical Center,106331164.0,Brain,23.0,,-116.54549,33.83932
2014,Riverside,Eisenhower Medical Center,106331168.0,Brain,16.0,,-116.40808,33.76418
2014,Riverside,Riverside Community Hospital,106331312.0,Brain,4.0,,-117.37997,33.97641
2014,Riverside,Southwest Healthcare System ñ Murrieta,106334068.0,Brain,24.0,,-117.18488,33.55788
2014,Riverside,Riverside County Regional Medical Center,106334487.0,Brain,7.0,,-117.19525,33.91187
2014,Riverside,Loma Linda University Medical Center ñ Murrieta,106334589.0,Brain,10.0,,-117.1624483,33.6122263
2014,Sacramento,Kaiser Foundation Hospital ñ Sacramento,106340913.0,Brain,67.0,,-121.39232,38.60197
2014,Sacramento,Mercy General Hospital,106340947.0,Brain,20.0,,-121.45271,38.56955
2014,Sacramento,Mercy San Juan Hospital,106340950.0,Brain,31.0,,-121.31261,38.66818
2014,Sacramento,UC Davis Medical Center,106341006.0,Brain,45.0,,-121.45738,38.55438
2014,Sacramento,Sutter General Hospital,106341051.0,Brain,34.0,,-121.47008,38.57176
2014,Sacramento,Sutter Memorial Hospital,106341052.0,Brain,20.0,,-121.43948,38.57071
2014,San Bernardino,Kaiser Foundation Hospital ñ Fontana,106361223.0,Brain,40.0,,-117.43549,34.0725
2014,San Bernardino,Loma Linda University Medical Center,106361246.0,Brain,30.0,,-117.26146,34.05164
2014,San Bernardino,Redlands Community Hospital,106361308.0,Brain,5.0,,-117.2044,34.03699
2014,San Bernardino,San Antonio Community Hospital,106361318.0,Brain,11.0,,-117.63828,34.10056
2014,San Bernardino,Saint Bernardine Medical Center,106361339.0,Brain,5.0,,-117.27865,34.1341
2014,San Bernardino,Arrowhead Regional Medical Center,106364231.0,Brain,9.0,,-117.3527761,34.07163215
2014,San Diego,Alvarado Hospital,106370652.0,Brain,5.0,,-117.05683,32.77708
2014,San Diego,Sharp Memorial Hospital,106370694.0,Brain,32.0,,-117.15531,32.80016
2014,San Diego,Grossmont Hospital,106370714.0,Brain,23.0,,-117.00924,32.77963
2014,San Diego,Kaiser Foundation Hospital ñ San Diego,106370730.0,Brain,25.0,,-117.09447,32.79287
2014,San Diego,Scripps Mercy Hospital,106370744.0,Brain,9.0,,-117.1609,32.75128
2014,San Diego,Palomar Health Downtown Campus,106370755.0,Brain,11.0,,-117.07585,33.12622
2014,San Diego,Scripps Memorial Hospital ñ La Jolla,106370771.0,Brain,19.0,,-117.22279,32.88506
2014,San Diego,Tri-City Medical Center ñ Oceanside,106370780.0,Brain,7.0,,-117.29027,33.18394
2014,San Diego,UC San Diego Health System ñ Hillcrest Medical Center,106370782.0,Brain,86.0,,-117.16498,32.75387
2014,San Diego,Sharp Chula Vista Medical Center,106370875.0,Brain,13.0,,-117.02488,32.61909
2014,San Diego,Scripps Green Hospital,106371256.0,Brain,8.0,,-117.2419,32.89654
2014,San Diego,Scripps Memorial Hospital ñ Encinitas,106371394.0,Brain,8.0,,-117.28495,33.0363
2014,San Francisco,California Pacific Medical Center ñ Pacific Campus,106380929.0,Brain,9.0,,-122.43102,37.79149
2014,San Francisco,California Pacific Medical Center ñ Davies Campus,106380933.0,Brain,16.0,,-122.43465,37.7691
2014,San Francisco,San Francisco General Hospital,106380939.0,Brain,5.0,,-122.40637,37.75657
2014,San Francisco,UC San Francisco Medical Center,106381154.0,Brain,321.0,,-122.4576564,37.7635148
2014,San Joaquin,Saint Josephís Medical Center of Stockton,106391042.0,Brain,9.0,,-121.2891,37.97075
2014,San Luis Obispo,Sierra Vista Regional Medical Center,106400524.0,Brain,22.0,,-120.66576,35.29105
2014,San Mateo,Kaiser Foundation Hospital ñ Redwood City,106410804.0,Brain,156.0,,-122.2232,37.48948
2014,San Mateo,Seton Medical Center,106410817.0,Brain,1.0,,-122.47283,37.68172
2014,San Mateo,Peninsula Medical Center,106410852.0,Brain,7.0,,-122.3832465,37.5944692
2014,San Mateo,Kaiser Foundation Hospital ñ Redwood City,106414139.0,Brain,3.0,,-122.22463,37.48967
2014,Santa Barbara,Marian Regional Medical Center,106420493.0,Brain,6.0,,-120.41338,34.95198
2014,Santa Barbara,Santa Barbara Cottage Hospital,106420514.0,Brain,17.0,,-119.72318,34.42943
2014,Santa Clara,Regional Medical of San Jose,106430705.0,Brain,9.0,,-121.84837,37.36332
2014,Santa Clara,El Camino Hospital,106430763.0,Brain,12.0,,-122.07801,37.36779
2014,Santa Clara,Good Samaritan Hospital ñ San Jose,106430779.0,Brain,20.0,,-121.9449,37.25116
2014,Santa Clara,OíConnor Hospital,106430837.0,Brain,8.0,,-121.93727,37.32714
2014,Santa Clara,Santa Clara Valley Medical Center,106430883.0,Brain,21.0,,-121.93202,37.31346
2014,Santa Clara,Stanford Hospital,106430905.0,Brain,121.0,,-122.17827,37.43342
2014,Santa Cruz,Dominican Hospital,106440755.0,Brain,28.0,,-121.98489,36.98806
2014,Shasta,Mercy Medical Center ñ Redding,106450949.0,Brain,25.0,,-122.39742,40.57204
2014,Solano,North Bay Medical Center,106481357.0,Brain,11.0,,-122.05076,38.26097
