Year,County,Hospital,OSHPDID,Surgery,# of Cases (ICD 9),# of Cases (ICD 10),LONGITUDE,LATITUDE
2013,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Prostate,171.0,,-117.92949,33.62526
2013,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Pancreas,20.0,,-117.92949,33.62526
2013,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Lung,64.0,,-117.92949,33.62526
2013,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Liver,17.0,,-117.92949,33.62526
2013,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Esophagus,8.0,,-117.92949,33.62526
2013,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Colon,90.0,,-117.92949,33.62526
2013,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Breast,604.0,,-117.92949,33.62526
2013,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Brain,85.0,,-117.92949,33.62526
2013,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Bladder,11.0,,-117.92949,33.62526
2013,Orange,Huntington Beach Hospital,106301209.0,Stomach,1.0,,-117.98895,33.70442
2013,Orange,Huntington Beach Hospital,106301209.0,Rectum,1.0,,-117.98895,33.70442
2013,Orange,Huntington Beach Hospital,106301209.0,Colon,2.0,,-117.98895,33.70442
2013,Orange,La Palma Intercommunity Hospital,106301234.0,Colon,2.0,,-118.03737,33.8485
2013,Orange,La Palma Intercommunity Hospital,106301234.0,Stomach,2.0,,-118.03737,33.8485
2013,Orange,La Palma Intercommunity Hospital,106301234.0,Lung,1.0,,-118.03737,33.8485
2013,Orange,Los Alamitos Medical Center,106301248.0,Rectum,8.0,,-118.0674,33.80327
2013,Orange,Los Alamitos Medical Center,106301248.0,Prostate,18.0,,-118.0674,33.80327
2013,Orange,Los Alamitos Medical Center,106301248.0,Lung,9.0,,-118.0674,33.80327
2013,Orange,Los Alamitos Medical Center,106301248.0,Liver,2.0,,-118.0674,33.80327
2013,Orange,Los Alamitos Medical Center,106301248.0,Colon,19.0,,-118.0674,33.80327
2013,Orange,Los Alamitos Medical Center,106301248.0,Breast,99.0,,-118.0674,33.80327
2013,Orange,Los Alamitos Medical Center,106301248.0,Brain,3.0,,-118.0674,33.80327
2013,Orange,Los Alamitos Medical Center,106301248.0,Bladder,1.0,,-118.0674,33.80327
2013,Orange,Los Alamitos Medical Center,106301248.0,Stomach,1.0,,-118.0674,33.80327
2013,Orange,Coastal Communities Hospital,106301258.0,Stomach,1.0,,-117.88539,33.71112
2013,Orange,Coastal Communities Hospital,106301258.0,Rectum,2.0,,-117.88539,33.71112
2013,Orange,Coastal Communities Hospital,106301258.0,Colon,4.0,,-117.88539,33.71112
2013,Orange,Coastal Communities Hospital,106301258.0,Breast,40.0,,-117.88539,33.71112
2013,Orange,Mission Hospital Regional Medical Center,106301262.0,Stomach,3.0,,-117.66768,33.56279
2013,Orange,Mission Hospital Regional Medical Center,106301262.0,Rectum,3.0,,-117.66768,33.56279
2013,Orange,Mission Hospital Regional Medical Center,106301262.0,Prostate,30.0,,-117.66768,33.56279
2013,Orange,Mission Hospital Regional Medical Center,106301262.0,Pancreas,2.0,,-117.66768,33.56279
2013,Orange,Mission Hospital Regional Medical Center,106301262.0,Lung,35.0,,-117.66768,33.56279
2013,Orange,Mission Hospital Regional Medical Center,106301262.0,Colon,28.0,,-117.66768,33.56279
2013,Orange,Mission Hospital Regional Medical Center,106301262.0,Breast,67.0,,-117.66768,33.56279
2013,Orange,Mission Hospital Regional Medical Center,106301262.0,Brain,24.0,,-117.66768,33.56279
2013,Orange,Mission Hospital Regional Medical Center,106301262.0,Bladder,1.0,,-117.66768,33.56279
2013,Orange,UC Irvine Medical Center,106301279.0,Stomach,15.0,,-117.89064,33.7889
2013,Orange,UC Irvine Medical Center,106301279.0,Rectum,38.0,,-117.89064,33.7889
2013,Orange,UC Irvine Medical Center,106301279.0,Prostate,44.0,,-117.89064,33.7889
2013,Orange,UC Irvine Medical Center,106301279.0,Pancreas,47.0,,-117.89064,33.7889
2013,Orange,UC Irvine Medical Center,106301279.0,Lung,9.0,,-117.89064,33.7889
2013,Orange,UC Irvine Medical Center,106301279.0,Esophagus,12.0,,-117.89064,33.7889
2013,Orange,UC Irvine Medical Center,106301279.0,Colon,51.0,,-117.89064,33.7889
2013,Orange,UC Irvine Medical Center,106301279.0,Breast,107.0,,-117.89064,33.7889
2013,Orange,UC Irvine Medical Center,106301279.0,Brain,64.0,,-117.89064,33.7889
2013,Orange,UC Irvine Medical Center,106301279.0,Bladder,9.0,,-117.89064,33.7889
2013,Orange,UC Irvine Medical Center,106301279.0,Liver,24.0,,-117.89064,33.7889
2013,Orange,Garden Grove Hospital and Medical Center,106301283.0,Stomach,3.0,,-117.9130315,33.7745089
2013,Orange,Garden Grove Hospital and Medical Center,106301283.0,Rectum,1.0,,-117.9130315,33.7745089
2013,Orange,Garden Grove Hospital and Medical Center,106301283.0,Colon,10.0,,-117.9130315,33.7745089
2013,Orange,Garden Grove Hospital and Medical Center,106301283.0,Breast,2.0,,-117.9130315,33.7745089
2013,Orange,Garden Grove Hospital and Medical Center,106301283.0,Brain,1.0,,-117.9130315,33.7745089
2013,Orange,Placentia Linda Hospital,106301297.0,Rectum,1.0,,-117.8431129,33.88704521
2013,Orange,Placentia Linda Hospital,106301297.0,Prostate,5.0,,-117.8431129,33.88704521
2013,Orange,Placentia Linda Hospital,106301297.0,Lung,1.0,,-117.8431129,33.88704521
2013,Orange,Placentia Linda Hospital,106301297.0,Colon,20.0,,-117.8431129,33.88704521
2013,Orange,Placentia Linda Hospital,106301297.0,Breast,35.0,,-117.8431129,33.88704521
2013,Orange,Saddleback Memorial Medical Center,106301317.0,Stomach,3.0,,-117.70837,33.60796
2013,Orange,Saddleback Memorial Medical Center,106301317.0,Rectum,7.0,,-117.70837,33.60796
2013,Orange,Saddleback Memorial Medical Center,106301317.0,Prostate,33.0,,-117.70837,33.60796
2013,Orange,Saddleback Memorial Medical Center,106301317.0,Lung,24.0,,-117.70837,33.60796
2013,Orange,Saddleback Memorial Medical Center,106301317.0,Esophagus,2.0,,-117.70837,33.60796
2013,Orange,Saddleback Memorial Medical Center,106301317.0,Colon,41.0,,-117.70837,33.60796
2013,Orange,Saddleback Memorial Medical Center,106301317.0,Breast,115.0,,-117.70837,33.60796
2013,Orange,Saddleback Memorial Medical Center,106301317.0,Brain,6.0,,-117.70837,33.60796
2013,Orange,Saddleback Memorial Medical Center,106301317.0,Bladder,3.0,,-117.70837,33.60796
2013,Orange,Mission Hospital Laguna Beach,106301337.0,Rectum,3.0,,-117.7422502,33.4997391
2013,Orange,Mission Hospital Laguna Beach,106301337.0,Lung,2.0,,-117.7422502,33.4997391
2013,Orange,Mission Hospital Laguna Beach,106301337.0,Liver,1.0,,-117.7422502,33.4997391
2013,Orange,Mission Hospital Laguna Beach,106301337.0,Colon,7.0,,-117.7422502,33.4997391
2013,Orange,Mission Hospital Laguna Beach,106301337.0,Breast,13.0,,-117.7422502,33.4997391
2013,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Stomach,11.0,,-117.86516,33.7823
2013,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Rectum,21.0,,-117.86516,33.7823
2013,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Prostate,50.0,,-117.86516,33.7823
2013,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Pancreas,9.0,,-117.86516,33.7823
2013,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Lung,51.0,,-117.86516,33.7823
2013,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Liver,12.0,,-117.86516,33.7823
2013,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Colon,63.0,,-117.86516,33.7823
2013,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Breast,311.0,,-117.86516,33.7823
2013,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Brain,18.0,,-117.86516,33.7823
2013,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Bladder,2.0,,-117.86516,33.7823
2013,Orange,Saint Jude Medical Center,106301342.0,Stomach,5.0,,-117.92851,33.89349
2013,Orange,Saint Jude Medical Center,106301342.0,Rectum,20.0,,-117.92851,33.89349
2013,Orange,Saint Jude Medical Center,106301342.0,Prostate,69.0,,-117.92851,33.89349
2013,Orange,Saint Jude Medical Center,106301342.0,Pancreas,2.0,,-117.92851,33.89349
2013,Orange,Saint Jude Medical Center,106301342.0,Lung,10.0,,-117.92851,33.89349
2013,Orange,Saint Jude Medical Center,106301342.0,Liver,2.0,,-117.92851,33.89349
2013,Orange,Saint Jude Medical Center,106301342.0,Colon,66.0,,-117.92851,33.89349
2013,Orange,Saint Jude Medical Center,106301342.0,Breast,198.0,,-117.92851,33.89349
2013,Orange,Saint Jude Medical Center,106301342.0,Brain,21.0,,-117.92851,33.89349
2013,Orange,Saint Jude Medical Center,106301342.0,Bladder,2.0,,-117.92851,33.89349
2013,Orange,West Anaheim Medical Center,106301379.0,Colon,6.0,,-117.99492,33.82482
2013,Orange,West Anaheim Medical Center,106301379.0,Breast,4.0,,-117.99492,33.82482
2013,Orange,Western Medical Center ñ Santa Ana,106301566.0,Stomach,2.0,,-117.83398,33.75361
2013,Orange,Western Medical Center ñ Santa Ana,106301566.0,Rectum,1.0,,-117.83398,33.75361
2013,Orange,Western Medical Center ñ Santa Ana,106301566.0,Lung,2.0,,-117.83398,33.75361
2013,Orange,Western Medical Center ñ Santa Ana,106301566.0,Liver,1.0,,-117.83398,33.75361
2013,Orange,Western Medical Center ñ Santa Ana,106301566.0,Colon,6.0,,-117.83398,33.75361
2013,Orange,Western Medical Center ñ Santa Ana,106301566.0,Breast,16.0,,-117.83398,33.75361
2013,Orange,Western Medical Center ñ Santa Ana,106301566.0,Brain,8.0,,-117.83398,33.75361
2013,Orange,Kaiser Foundation Hospital ñ Orange County ñ Anaheim,106304409.0,Stomach,6.0,,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital ñ Orange County ñ Anaheim,106304409.0,Rectum,28.0,,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital ñ Orange County ñ Anaheim,106304409.0,Prostate,13.0,,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital ñ Orange County ñ Anaheim,106304409.0,Pancreas,7.0,,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital ñ Orange County ñ Anaheim,106304409.0,Lung,28.0,,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital ñ Orange County ñ Anaheim,106304409.0,Liver,5.0,,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital ñ Orange County ñ Anaheim,106304409.0,Esophagus,5.0,,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital ñ Orange County ñ Anaheim,106304409.0,Colon,65.0,,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital ñ Orange County ñ Anaheim,106304409.0,Breast,380.0,,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital ñ Orange County ñ Anaheim,106304409.0,Brain,30.0,,-117.8439815,33.8544317
2013,Orange,Kaiser Foundation Hospital ñ Orange County ñ Anaheim,106304409.0,Bladder,11.0,,-117.8439815,33.8544317
2014,Orange,Orange Coast Memorial Medical Center,106300225.0,Lung,21.0,,-117.95524,33.70162
2014,Orange,Orange Coast Memorial Medical Center,106300225.0,Liver,30.0,,-117.95524,33.70162
2014,Orange,Orange Coast Memorial Medical Center,106300225.0,Colon,46.0,,-117.95524,33.70162
2014,Orange,Orange Coast Memorial Medical Center,106300225.0,Brain,10.0,,-117.95524,33.70162
2014,Orange,Orange Coast Memorial Medical Center,106300225.0,Bladder,4.0,,-117.95524,33.70162
2014,Orange,Orange Coast Memorial Medical Center,106300225.0,Pancreas,26.0,,-117.95524,33.70162
2014,Orange,Orange Coast Memorial Medical Center,106300225.0,Breast,100.0,,-117.95524,33.70162
2014,Orange,Orange Coast Memorial Medical Center,106300225.0,Stomach,11.0,,-117.95524,33.70162
2014,Orange,Orange Coast Memorial Medical Center,106300225.0,Rectum,30.0,,-117.95524,33.70162
2014,Orange,Orange Coast Memorial Medical Center,106300225.0,Prostate,2.0,,-117.95524,33.70162
2014,Orange,AHMC Anaheim Regional Medical Center,106301098.0,Stomach,4.0,,-117.93248,33.84725
2014,Orange,AHMC Anaheim Regional Medical Center,106301098.0,Rectum,4.0,,-117.93248,33.84725
2014,Orange,AHMC Anaheim Regional Medical Center,106301098.0,Prostate,3.0,,-117.93248,33.84725
2014,Orange,AHMC Anaheim Regional Medical Center,106301098.0,Lung,16.0,,-117.93248,33.84725
2014,Orange,AHMC Anaheim Regional Medical Center,106301098.0,Esophagus,1.0,,-117.93248,33.84725
2014,Orange,AHMC Anaheim Regional Medical Center,106301098.0,Colon,27.0,,-117.93248,33.84725
2014,Orange,AHMC Anaheim Regional Medical Center,106301098.0,Breast,101.0,,-117.93248,33.84725
2014,Orange,AHMC Anaheim Regional Medical Center,106301098.0,Brain,5.0,,-117.93248,33.84725
2014,Orange,AHMC Anaheim Regional Medical Center,106301098.0,Bladder,1.0,,-117.93248,33.84725
2014,Orange,Chapman Medical Center,106301140.0,Rectum,2.0,,-117.82586,33.78785
2014,Orange,Chapman Medical Center,106301140.0,Colon,1.0,,-117.82586,33.78785
2014,Orange,Chapman Medical Center,106301140.0,Breast,1.0,,-117.82586,33.78785
2014,Orange,Fountain Valley Regional Hospital and Medical Center ñ Euclid,106301175.0,Stomach,10.0,,-117.93694,33.71546
2014,Orange,Fountain Valley Regional Hospital and Medical Center ñ Euclid,106301175.0,Rectum,28.0,,-117.93694,33.71546
2014,Orange,Fountain Valley Regional Hospital and Medical Center ñ Euclid,106301175.0,Prostate,5.0,,-117.93694,33.71546
2014,Orange,Fountain Valley Regional Hospital and Medical Center ñ Euclid,106301175.0,Pancreas,7.0,,-117.93694,33.71546
2014,Orange,Fountain Valley Regional Hospital and Medical Center ñ Euclid,106301175.0,Lung,23.0,,-117.93694,33.71546
2014,Orange,Fountain Valley Regional Hospital and Medical Center ñ Euclid,106301175.0,Liver,13.0,,-117.93694,33.71546
2014,Orange,Fountain Valley Regional Hospital and Medical Center ñ Euclid,106301175.0,Esophagus,1.0,,-117.93694,33.71546
2014,Orange,Fountain Valley Regional Hospital and Medical Center ñ Euclid,106301175.0,Colon,43.0,,-117.93694,33.71546
2014,Orange,Fountain Valley Regional Hospital and Medical Center ñ Euclid,106301175.0,Breast,90.0,,-117.93694,33.71546
2014,Orange,Fountain Valley Regional Hospital and Medical Center ñ Euclid,106301175.0,Brain,10.0,,-117.93694,33.71546
2014,Orange,Fountain Valley Regional Hospital and Medical Center ñ Euclid,106301175.0,Bladder,4.0,,-117.93694,33.71546
2014,Orange,Western Medical Center Anaheim,106301188.0,Rectum,1.0,,-117.90921,33.8209
2014,Orange,Western Medical Center Anaheim,106301188.0,Colon,5.0,,-117.90921,33.8209
2014,Orange,Western Medical Center Anaheim,106301188.0,Breast,3.0,,-117.90921,33.8209
2014,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Stomach,6.0,,-117.92949,33.62526
2014,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Rectum,29.0,,-117.92949,33.62526
2014,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Prostate,160.0,,-117.92949,33.62526
2014,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Pancreas,27.0,,-117.92949,33.62526
2014,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Colon,95.0,,-117.92949,33.62526
2014,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Breast,559.0,,-117.92949,33.62526
2014,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Brain,72.0,,-117.92949,33.62526
2014,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Lung,69.0,,-117.92949,33.62526
2014,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Bladder,5.0,,-117.92949,33.62526
2014,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Liver,17.0,,-117.92949,33.62526
2014,Orange,Hoag Memorial Hospital Presbyterian,106301205.0,Esophagus,12.0,,-117.92949,33.62526
2014,Orange,Huntington Beach Hospital,106301209.0,Colon,2.0,,-117.98895,33.70442
2014,Orange,La Palma Intercommunity Hospital,106301234.0,Stomach,1.0,,-118.03737,33.8485
2014,Orange,La Palma Intercommunity Hospital,106301234.0,Colon,4.0,,-118.03737,33.8485
2014,Orange,La Palma Intercommunity Hospital,106301234.0,Breast,2.0,,-118.03737,33.8485
2014,Orange,Los Alamitos Medical Center,106301248.0,Rectum,5.0,,-118.0674,33.80327
2014,Orange,Los Alamitos Medical Center,106301248.0,Prostate,26.0,,-118.0674,33.80327
2014,Orange,Los Alamitos Medical Center,106301248.0,Pancreas,1.0,,-118.0674,33.80327
2014,Orange,Los Alamitos Medical Center,106301248.0,Lung,3.0,,-118.0674,33.80327
2014,Orange,Los Alamitos Medical Center,106301248.0,Liver,1.0,,-118.0674,33.80327
2014,Orange,Los Alamitos Medical Center,106301248.0,Colon,18.0,,-118.0674,33.80327
2014,Orange,Los Alamitos Medical Center,106301248.0,Breast,109.0,,-118.0674,33.80327
2014,Orange,Los Alamitos Medical Center,106301248.0,Brain,8.0,,-118.0674,33.80327
2014,Orange,Los Alamitos Medical Center,106301248.0,Stomach,4.0,,-118.0674,33.80327
2014,Orange,Coastal Communities Hospital,106301258.0,Rectum,1.0,,-117.88539,33.71112
2014,Orange,Coastal Communities Hospital,106301258.0,Prostate,1.0,,-117.88539,33.71112
2014,Orange,Coastal Communities Hospital,106301258.0,Colon,3.0,,-117.88539,33.71112
2014,Orange,Coastal Communities Hospital,106301258.0,Breast,26.0,,-117.88539,33.71112
2014,Orange,Mission Hospital Regional Medical Center,106301262.0,Stomach,3.0,,-117.66768,33.56279
2014,Orange,Mission Hospital Regional Medical Center,106301262.0,Prostate,20.0,,-117.66768,33.56279
2014,Orange,Mission Hospital Regional Medical Center,106301262.0,Pancreas,3.0,,-117.66768,33.56279
2014,Orange,Mission Hospital Regional Medical Center,106301262.0,Lung,32.0,,-117.66768,33.56279
2014,Orange,Mission Hospital Regional Medical Center,106301262.0,Esophagus,2.0,,-117.66768,33.56279
2014,Orange,Mission Hospital Regional Medical Center,106301262.0,Colon,28.0,,-117.66768,33.56279
2014,Orange,Mission Hospital Regional Medical Center,106301262.0,Breast,45.0,,-117.66768,33.56279
2014,Orange,Mission Hospital Regional Medical Center,106301262.0,Brain,20.0,,-117.66768,33.56279
2014,Orange,Mission Hospital Regional Medical Center,106301262.0,Bladder,1.0,,-117.66768,33.56279
2014,Orange,Mission Hospital Regional Medical Center,106301262.0,Rectum,6.0,,-117.66768,33.56279
2014,Orange,UC Irvine Medical Center,106301279.0,Stomach,24.0,,-117.89064,33.7889
2014,Orange,UC Irvine Medical Center,106301279.0,Rectum,37.0,,-117.89064,33.7889
2014,Orange,UC Irvine Medical Center,106301279.0,Prostate,43.0,,-117.89064,33.7889
2014,Orange,UC Irvine Medical Center,106301279.0,Lung,19.0,,-117.89064,33.7889
2014,Orange,UC Irvine Medical Center,106301279.0,Liver,17.0,,-117.89064,33.7889
2014,Orange,UC Irvine Medical Center,106301279.0,Esophagus,8.0,,-117.89064,33.7889
2014,Orange,UC Irvine Medical Center,106301279.0,Breast,146.0,,-117.89064,33.7889
2014,Orange,UC Irvine Medical Center,106301279.0,Brain,94.0,,-117.89064,33.7889
2014,Orange,UC Irvine Medical Center,106301279.0,Bladder,2.0,,-117.89064,33.7889
2014,Orange,UC Irvine Medical Center,106301279.0,Pancreas,42.0,,-117.89064,33.7889
2014,Orange,UC Irvine Medical Center,106301279.0,Colon,48.0,,-117.89064,33.7889
2014,Orange,Garden Grove Hospital and Medical Center,106301283.0,Stomach,1.0,,-117.9130315,33.7745089
2014,Orange,Garden Grove Hospital and Medical Center,106301283.0,Rectum,2.0,,-117.9130315,33.7745089
2014,Orange,Garden Grove Hospital and Medical Center,106301283.0,Colon,5.0,,-117.9130315,33.7745089
2014,Orange,Garden Grove Hospital and Medical Center,106301283.0,Breast,3.0,,-117.9130315,33.7745089
2014,Orange,Garden Grove Hospital and Medical Center,106301283.0,Brain,1.0,,-117.9130315,33.7745089
2014,Orange,Placentia Linda Hospital,106301297.0,Rectum,3.0,,-117.8431129,33.88704521
2014,Orange,Placentia Linda Hospital,106301297.0,Prostate,3.0,,-117.8431129,33.88704521
2014,Orange,Placentia Linda Hospital,106301297.0,Colon,15.0,,-117.8431129,33.88704521
2014,Orange,Placentia Linda Hospital,106301297.0,Breast,36.0,,-117.8431129,33.88704521
2014,Orange,Saddleback Memorial Medical Center,106301317.0,Stomach,3.0,,-117.70837,33.60796
2014,Orange,Saddleback Memorial Medical Center,106301317.0,Rectum,1.0,,-117.70837,33.60796
2014,Orange,Saddleback Memorial Medical Center,106301317.0,Prostate,36.0,,-117.70837,33.60796
2014,Orange,Saddleback Memorial Medical Center,106301317.0,Lung,27.0,,-117.70837,33.60796
2014,Orange,Saddleback Memorial Medical Center,106301317.0,Esophagus,1.0,,-117.70837,33.60796
2014,Orange,Saddleback Memorial Medical Center,106301317.0,Colon,41.0,,-117.70837,33.60796
2014,Orange,Saddleback Memorial Medical Center,106301317.0,Breast,127.0,,-117.70837,33.60796
2014,Orange,Saddleback Memorial Medical Center,106301317.0,Brain,5.0,,-117.70837,33.60796
2014,Orange,Saddleback Memorial Medical Center,106301317.0,Bladder,2.0,,-117.70837,33.60796
2014,Orange,Mission Hospital Laguna Beach,106301337.0,Rectum,2.0,,-117.7422502,33.4997391
2014,Orange,Mission Hospital Laguna Beach,106301337.0,Colon,4.0,,-117.7422502,33.4997391
2014,Orange,Mission Hospital Laguna Beach,106301337.0,Breast,9.0,,-117.7422502,33.4997391
2014,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Stomach,8.0,,-117.86516,33.7823
2014,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Rectum,25.0,,-117.86516,33.7823
2014,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Prostate,55.0,,-117.86516,33.7823
2014,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Pancreas,9.0,,-117.86516,33.7823
2014,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Lung,42.0,,-117.86516,33.7823
2014,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Liver,14.0,,-117.86516,33.7823
2014,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Esophagus,2.0,,-117.86516,33.7823
2014,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Colon,61.0,,-117.86516,33.7823
2014,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Breast,241.0,,-117.86516,33.7823
2014,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Brain,34.0,,-117.86516,33.7823
2014,Orange,Saint Joseph Hospital ñ Orange,106301340.0,Bladder,1.0,,-117.86516,33.7823
2014,Orange,Saint Jude Medical Center,106301342.0,Stomach,6.0,,-117.92851,33.89349
2014,Orange,Saint Jude Medical Center,106301342.0,Rectum,18.0,,-117.92851,33.89349
2014,Orange,Saint Jude Medical Center,106301342.0,Prostate,51.0,,-117.92851,33.89349
2014,Orange,Saint Jude Medical Center,106301342.0,Pancreas,1.0,,-117.92851,33.89349
2014,Orange,Saint Jude Medical Center,106301342.0,Lung,19.0,,-117.92851,33.89349
2014,Orange,Saint Jude Medical Center,106301342.0,Colon,52.0,,-117.92851,33.89349
2014,Orange,Saint Jude Medical Center,106301342.0,Breast,179.0,,-117.92851,33.89349
2014,Orange,Saint Jude Medical Center,106301342.0,Brain,21.0,,-117.92851,33.89349
2014,Orange,Saint Jude Medical Center,106301342.0,Bladder,3.0,,-117.92851,33.89349
2014,Orange,West Anaheim Medical Center,106301379.0,Stomach,2.0,,-117.99492,33.82482
2014,Orange,West Anaheim Medical Center,106301379.0,Colon,7.0,,-117.99492,33.82482
